,EC Filename,Wrapper Name,Kmer Size,Read - TP,Read - TN,Read - FN,Read - FN WRONG,Read - FP,Read - FP INDEL,Total Trimmed Reads,Total Reads,Base - TP,Base - TN,Base - FN,Base - FN WRONG,Base - FP,Base - FP INDEL,Base - FP TRIM,Base - TP TRIM,Total Bases,Tool,Coverage,Length,Base Sensitivity,Base Precision,Base Gain,Base Accuracy,Dataset,Trim Percent,Trim Effeciency
456,fiona_rep.seq_sim_rl_75_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,24,4622,3326,6106,269,1166,70,29,15559,14698,1141551,8348,390,1858,91,28,2,1166966,Fiona,4X,50L,0.637767942376,0.88292184778,0.553197951922,0.99081805437,IGH,2.57076898556e-05,0.0714285714286
457,fiona_rep.seq_sim_rl_100_cov_1_1_405000.corrected.fastq.gz,run.fiona.sh,24,0,761,4639,0,0,0,0,5400,0,529230,10770,0,0,0,0,0,540000,Fiona,1X,50L,0.0,,0.0,0.980055555556,IGH,0.0,
458,coral_rep.seq_sim_rl_100_cov_64_1_24.corrected.fastq.gz,run.coral.sh,24,0,23,105,0,0,2,0,130,147,12736,117,0,0,2,0,0,13002,Coral,64X,100L,0.556818181818,0.986577181208,0.549242424242,0.990847561914,IGH,0.0,
459,lighter_rep.seq_sim_rl_50_cov_64_1_19.corrected.fastq.gz,run.lighter.sh,19,11,89,100,1,6,0,0,207,38,10163,140,1,8,0,0,0,10350,Lighter,64X,50L,0.213483146067,0.826086956522,0.168539325843,0.985603864734,IGH,0.0,
460,lighter_rep.seq_sim_rl_50_cov_64_1_20.corrected.fastq.gz,run.lighter.sh,20,15,73,98,1,6,0,0,193,49,9443,149,1,8,0,0,0,9650,Lighter,64X,50L,0.247474747475,0.859649122807,0.207070707071,0.983626943005,IGH,0.0,
461,lighter_rep.seq_sim_rl_50_cov_1_1_21.corrected.fastq.gz,run.lighter.sh,21,0,291,541,0,0,0,0,832,0,40773,827,0,0,0,0,0,41600,Lighter,1X,50L,0.0,,0.0,0.980120192308,IGH,0.0,
462,musket_rep.seq_sim_rl_50_cov_32_1_20.corrected.fastq.gz,run.musket.sh,20,35,188,255,0,1,0,0,479,121,23485,340,0,4,0,0,0,23950,Musket,32X,50L,0.262472885033,0.968,0.253796095445,0.985636743215,IGH,0.0,
463,coral_rep.seq_sim_rl_75_cov_4_1_23.corrected.fastq.gz,run.coral.sh,23,17284,6195,5078,18,1049,439,26,30063,33447,2207978,11580,34,1656,466,14,15,2255190,Coral,4X,75L,0.742820974082,0.940341308443,0.695693694894,0.993902912191,IGH,1.28592269388e-05,1.07142857143
464,coral_rep.seq_sim_rl_100_cov_4_1_22.corrected.fastq.gz,run.coral.sh,22,17050,2989,3123,11,864,590,28,24627,40752,2411849,8523,32,1454,636,21,9,2463276,Coral,4X,100L,0.82703196347,0.951216096354,0.784616945713,0.995669978123,IGH,1.21789032167e-05,0.428571428571
465,fiona_rep.seq_sim_rl_100_cov_2_1_405000.corrected.fastq.gz,run.fiona.sh,22,534,526,2848,22,135,8,1,4073,3015,398925,5176,27,152,9,0,1,407305,Fiona,2X,50L,0.368086924673,0.949307304786,0.348431204981,0.986830475517,IGH,2.45516259314e-06,inf
466,coral_rep.seq_sim_rl_100_cov_4_1_24.corrected.fastq.gz,run.coral.sh,24,2428,462,422,3,269,70,7,3654,6141,357454,1200,13,577,75,4,3,365467,Coral,4X,100L,0.83653453208,0.904018842927,0.74771829451,0.994885953199,IGH,1.91535761095e-05,0.75
467,bfc_rep.seq_sim_rl_50_cov_8_1_23.corrected.fastq.gz,run.bfc.sh,23,2706,6733,8667,12,778,0,0,18896,5524,924113,13427,54,1682,0,0,0,944800,Bfc,8X,50L,0.291488575801,0.76658340272,0.202733364994,0.983951100762,IGH,0.0,
468,fiona_rep.seq_sim_rl_75_cov_2_1_405000.corrected.fastq.gz,run.fiona.sh,24,0,3919,14041,0,0,0,0,17960,0,1320061,26939,0,0,0,0,0,1347000,Fiona,2X,50L,0.0,,0.0,0.98000074239,IGH,0.0,
469,bless_rep.seq_sim_rl_100_cov_8_1_20.corrected.fastq.gz,run.bless.sh,20,34564,9609,10056,22,1571,148,9803,55970,83095,5146400,14891,172,6758,1419,330384,14263,5597382,Bless,8X,100L,0.84802931031,0.910410640722,0.764578613271,0.936661926783,IGH,0.0615728924701,0.0431709768028
470,lighter_rep.seq_sim_rl_50_cov_1_1_20.corrected.fastq.gz,run.lighter.sh,20,0,4803,8723,0,0,0,0,13526,0,662642,13658,0,0,0,0,0,676300,Lighter,1X,50L,0.0,,0.0,0.979804820346,IGH,0.0,
471,fiona_rep.seq_sim_rl_100_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,22,2052,916,2985,184,565,19,17,6721,8813,657629,4464,276,887,30,18,1,672118,Fiona,4X,50L,0.663779468253,0.905755395683,0.594712660993,0.991556529592,IGH,2.82688456491e-05,0.0555555555556
472,coral_rep.seq_sim_rl_75_cov_8_1_23.corrected.fastq.gz,run.coral.sh,23,29485,11301,10255,14,1316,1010,39,53381,57921,3920862,22619,36,2099,1041,23,16,4004617,Coral,8X,75L,0.71915818227,0.94857601415,0.680171343432,0.993552915759,IGH,9.73875903738e-06,0.695652173913
473,lighter_rep.seq_sim_rl_50_cov_1_1_22.corrected.fastq.gz,run.lighter.sh,22,0,5083,9277,0,0,0,0,14360,0,703512,14488,0,0,0,0,0,718000,Lighter,1X,50L,0.0,,0.0,0.979821727019,IGH,0.0,
474,musket_rep.seq_sim_rl_50_cov_1_1_20.corrected.fastq.gz,run.musket.sh,20,4483,3103,1017,32,687,0,0,9322,7134,455413,2181,49,1323,0,0,0,466100,Musket,1X,50L,0.765861513688,0.843561546648,0.62383252818,0.992377172281,IGH,0.0,
475,lighter_rep.seq_sim_rl_50_cov_2_1_21.corrected.fastq.gz,run.lighter.sh,21,0,7537,13385,0,0,0,0,20922,0,1025043,21057,0,0,0,0,0,1046100,Lighter,2X,50L,0.0,,0.0,0.97987094924,IGH,0.0,
476,coral_rep.seq_sim_rl_100_cov_8_1_24.corrected.fastq.gz,run.coral.sh,24,37560,6728,7021,38,1910,2713,36,55970,93752,5481523,18599,65,2989,2799,27,10,5599764,Coral,8X,100L,0.834456302125,0.941852521599,0.782939181672,0.995628557969,IGH,6.60742131276e-06,0.37037037037
477,fiona_rep.seq_sim_rl_75_cov_4_1_405000.corrected.fastq.gz,run.fiona.sh,23,10088,8043,15841,701,2575,130,59,37378,33376,2743203,21652,981,3985,175,56,5,2803433,Fiona,4X,50L,0.606527585956,0.889173060529,0.530929708512,0.990422796662,IGH,2.17590361532e-05,0.0892857142857
478,musket_rep.seq_sim_rl_50_cov_1_1_22.corrected.fastq.gz,run.musket.sh,22,2307,1605,587,27,391,0,0,4917,3726,240053,1226,49,796,0,0,0,245850,Musket,1X,50L,0.752423263328,0.823971693941,0.591680129241,0.991576164328,IGH,0.0,
479,bless_rep.seq_sim_rl_50_cov_4_1_24.corrected.fastq,run.bless.sh,23,8259,5933,1364,10,890,35,934,16491,12866,795252,3095,74,2670,177,9917,596,824647,Bless,4X,50L,0.806089843995,0.818812448291,0.627717561556,0.980665031655,IGH,0.0127484851094,0.0600988202077
480,lighter_rep.seq_sim_rl_50_cov_2_1_22.corrected.fastq.gz,run.lighter.sh,22,0,996,1637,0,0,0,0,2633,0,129076,2574,0,0,0,0,0,131650,Lighter,2X,50L,0.0,,0.0,0.980448157995,IGH,0.0,
481,lighter_rep.seq_sim_rl_50_cov_16_1_23.corrected.fastq.gz,run.lighter.sh,23,0,55,75,0,0,0,0,130,0,6382,118,0,0,0,0,0,6500,Lighter,16X,50L,0.0,,0.0,0.981846153846,IGH,0.0,
482,lighter_rep.seq_sim_rl_50_cov_1_1_23.corrected.fastq.gz,run.lighter.sh,23,0,5083,9277,0,0,0,0,14360,0,703512,14488,0,0,0,0,0,718000,Lighter,1X,50L,0.0,,0.0,0.979821727019,IGH,0.0,
483,musket_rep.seq_sim_rl_50_cov_1_1_23.corrected.fastq.gz,run.musket.sh,23,6962,4820,1703,54,821,0,0,14360,10751,701977,3659,78,1535,0,0,0,718000,Musket,1X,50L,0.746079111728,0.875061045092,0.639555863983,0.992657381616,IGH,0.0,
484,musket_rep.seq_sim_rl_50_cov_2_1_21.corrected.fastq.gz,run.musket.sh,21,11935,8011,2213,72,1239,0,0,23470,18531,1147514,4953,114,2388,0,0,0,1173500,Musket,2X,50L,0.789090444558,0.8858454037,0.687404190087,0.993647209203,IGH,0.0,
485,lighter_rep.seq_sim_rl_50_cov_2_1_23.corrected.fastq.gz,run.lighter.sh,23,0,9285,16316,0,0,0,0,25601,0,1254335,25715,0,0,0,0,0,1280050,Lighter,2X,50L,0.0,,0.0,0.979910940979,IGH,0.0,
486,lighter_rep.seq_sim_rl_50_cov_4_1_22.corrected.fastq.gz,run.lighter.sh,22,0,9905,17461,0,0,0,0,27366,0,1340936,27364,0,0,0,0,0,1368300,Lighter,4X,50L,0.0,,0.0,0.980001461668,IGH,0.0,
487,musket_rep.seq_sim_rl_50_cov_2_1_22.corrected.fastq.gz,run.musket.sh,22,2658,1760,413,11,73,0,0,4915,3924,240636,1033,14,143,0,0,0,245750,Musket,2X,50L,0.791607827315,0.964838947627,0.76275973371,0.99515768057,IGH,0.0,
488,lighter_rep.seq_sim_rl_50_cov_1_1_24.corrected.fastq.gz,run.lighter.sh,24,0,5083,9277,0,0,0,0,14360,0,703512,14488,0,0,0,0,0,718000,Lighter,1X,50L,0.0,,0.0,0.979821727019,IGH,0.0,
489,bless_rep.seq_sim_rl_75_cov_16_1_24.corrected.fastq.gz,run.bless.sh,24,93424,35494,16112,63,3533,354,16345,148980,181274,10553662,24059,396,14515,2915,379185,18047,11174053,Bless,16X,75L,0.882829355242,0.912281584669,0.797942853803,0.962256205312,IGH,0.0355495002574,0.0475941822593
490,bless_rep.seq_sim_rl_50_cov_8_1_19.corrected.fastq.gz,run.bless.sh,19,37989,29658,10185,29,1438,53,6408,79352,58419,3817418,16940,126,4433,244,66366,3740,3967686,Bless,8X,50L,0.775209331334,0.92587485736,0.713146405871,0.977772401541,IGH,0.0176692409631,0.0563541572492
491,musket_rep.seq_sim_rl_50_cov_2_1_23.corrected.fastq.gz,run.musket.sh,23,11384,8023,2542,77,1249,1,1,23276,17593,1138271,5597,110,2228,1,1,0,1163801,Musket,2X,50L,0.75864596809,0.887549187771,0.662526951272,0.993180105534,IGH,8.59253429066e-07,0.0
492,fiona_rep.seq_sim_rl_75_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,21,6244,8294,17980,2094,2766,121,47,37499,27968,2751842,25223,2828,4417,170,50,3,2812501,Fiona,16X,50L,0.52580323739,0.859099984641,0.439566844015,0.988377591735,IGH,1.88444377442e-05,0.06
493,lighter_rep.seq_sim_rl_50_cov_32_1_24.corrected.fastq.gz,run.lighter.sh,24,0,8300,14670,0,0,0,0,22970,0,1125516,22984,0,0,0,0,0,1148500,Lighter,32X,50L,0.0,,0.0,0.979987810187,IGH,0.0,
494,lighter_rep.seq_sim_rl_50_cov_16_1_24.corrected.fastq.gz,run.lighter.sh,24,112,12752,21929,31,325,0,0,35149,1534,1721971,33544,32,369,0,0,0,1757450,Lighter,16X,50L,0.0437311135184,0.806095638466,0.0332116996408,0.980685083502,IGH,0.0,
495,musket_rep.seq_sim_rl_50_cov_1_1_24.corrected.fastq.gz,run.musket.sh,24,6708,4797,1993,49,813,0,0,14360,10151,701986,4263,74,1526,0,0,0,718000,Musket,1X,50L,0.704245872069,0.869315748908,0.598376578327,0.991834261838,IGH,0.0,
496,musket_rep.seq_sim_rl_50_cov_32_1_24.corrected.fastq.gz,run.musket.sh,24,7312,24368,34863,105,918,0,0,67566,21206,3309534,46308,131,1121,0,0,0,3378300,Musket,32X,50L,0.314097816749,0.949791731984,0.297493853127,0.985921913388,IGH,0.0,
497,lighter_rep.seq_sim_rl_50_cov_128_1_24.corrected.fastq.gz,run.lighter.sh,24,1,1687,2940,7,23,0,0,4658,753,228195,3911,7,34,0,0,0,232900,Lighter,128X,50L,0.161449399657,0.956797966963,0.154159519726,0.983031343924,IGH,0.0,
498,lighter_rep.seq_sim_rl_50_cov_128_1_21.corrected.fastq.gz,run.lighter.sh,21,1,1708,2967,8,23,0,0,4707,768,230594,3946,8,34,0,0,0,235350,Lighter,128X,50L,0.162918964786,0.957605985037,0.155706406449,0.983055024432,IGH,0.0,
499,lighter_rep.seq_sim_rl_50_cov_2_1_24.corrected.fastq.gz,run.lighter.sh,24,0,10278,18050,0,0,0,0,28328,0,1388003,28397,0,0,0,0,0,1416400,Lighter,2X,50L,0.0,,0.0,0.979951284948,IGH,0.0,
500,lighter_rep.seq_sim_rl_50_cov_4_1_23.corrected.fastq.gz,run.lighter.sh,23,0,5243,9061,0,0,0,0,14304,0,700945,14255,0,0,0,0,0,715200,Lighter,4X,50L,0.0,,0.0,0.980068512304,IGH,0.0,
501,lighter_rep.seq_sim_rl_75_cov_64_1_18.corrected.fastq.gz,run.lighter.sh,18,0,0,0,0,0,4,3,4,3,120,2,2,71,79,26,0,303,Lighter,64X,75L,0.6,0.0196078431373,-29.4,0.405940594059,IGH,0.0858085808581,0.0
502,bfc_rep.seq_sim_rl_50_cov_16_1_24.corrected.fastq.gz,run.bfc.sh,24,12474,80317,125238,125,4849,3,1,223006,35880,10917927,187272,315,8903,5,1,0,11150303,Bfc,16X,50L,0.160787266079,0.801107439493,0.120868287087,0.982377519248,IGH,8.96836615113e-08,0.0
504,coral_rep.seq_sim_rl_100_cov_16_1_24.corrected.fastq.gz,run.coral.sh,24,65602,14297,26728,65,3809,1425,79,111926,174147,10961400,49943,151,6771,1533,62,34,11194041,Coral,16X,100L,0.777129724664,0.95448641005,0.740073184881,0.994777562673,IGH,8.57599145831e-06,0.548387096774
505,fiona_rep.seq_sim_rl_100_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,24,11221,5725,18729,3080,3854,175,75,42784,52427,4186000,29397,4227,6102,268,78,6,4278505,Fiona,8X,50L,0.640728881502,0.891661139174,0.562878861948,0.990634098547,IGH,1.96330260219e-05,0.0769230769231
506,musket_rep.seq_sim_rl_50_cov_128_1_24.corrected.fastq,run.musket.sh,21,178,9646,16899,23,55,0,0,26801,3840,1313083,23022,29,76,0,0,0,1340050,Musket,128X,50L,0.142952870226,0.980592441267,0.140123594669,0.982741688743,IGH,0.0,
507,musket_rep.seq_sim_rl_50_cov_128_1_24.corrected.fastq.gz,run.musket.sh,24,2,64,81,1,0,0,0,148,24,7251,124,1,0,0,0,0,7400,Musket,128X,50L,0.162162162162,1.0,0.162162162162,0.983108108108,IGH,0.0,
508,lighter_rep.seq_sim_rl_75_cov_1_1_19.corrected.fastq.gz,run.lighter.sh,19,0,2228,8150,0,0,0,0,10378,0,762743,15607,0,0,0,0,0,778350,Lighter,1X,75L,0.0,,0.0,0.979948609237,IGH,0.0,
509,fiona_rep.seq_sim_rl_75_cov_8_1_405000.corrected.fastq.gz,run.fiona.sh,23,15428,13329,23884,2840,4678,267,100,60426,54242,4432890,33127,3814,7552,390,109,7,4532131,Fiona,8X,50L,0.620838054688,0.872282259102,0.52993624741,0.99007264585,IGH,2.55950236213e-05,0.0642201834862
510,musket_rep.seq_sim_rl_50_cov_4_1_22.corrected.fastq.gz,run.musket.sh,22,12268,8274,2083,73,480,0,0,23178,18499,1134944,4599,94,764,0,0,0,1158900,Musket,4X,50L,0.800891852108,0.96033847272,0.767815395272,0.995291224437,IGH,0.0,
511,musket_rep.seq_sim_rl_75_cov_1_1_19.corrected.fastq.gz,run.musket.sh,19,6571,2021,599,61,1125,1,0,10378,14228,760011,1249,130,2730,4,0,0,778352,Musket,1X,75L,0.919299605867,0.838816177338,0.742650384441,0.994715758423,IGH,0.0,
512,lighter_rep.seq_sim_rl_75_cov_2_1_19.corrected.fastq.gz,run.lighter.sh,19,0,3919,14041,0,0,0,0,17960,0,1320061,26939,0,0,0,0,0,1347000,Lighter,2X,75L,0.0,,0.0,0.98000074239,IGH,0.0,
513,musket_rep.seq_sim_rl_50_cov_2_1_24.corrected.fastq.gz,run.musket.sh,24,13720,9769,3422,77,1339,1,1,28328,20573,1385541,7704,120,2461,1,1,0,1416401,Musket,2X,50L,0.727552427768,0.893119166486,0.640485199986,0.992737226252,IGH,7.06014751472e-07,0.0
514,lighter_rep.seq_sim_rl_50_cov_8_1_22.corrected.fastq.gz,run.lighter.sh,22,0,12564,21954,0,0,0,0,34518,0,1691595,34305,0,0,0,0,0,1725900,Lighter,8X,50L,0.0,,0.0,0.980123413871,IGH,0.0,
515,bless_rep.seq_sim_rl_50_cov_8_1_23.corrected.fastq.gz,run.bless.sh,23,15405,12054,4009,9,907,63,2589,32447,23999,1558932,6964,64,3166,306,27524,1502,1622457,Bless,8X,50L,0.775086393437,0.873612172837,0.662952556277,0.976542223566,IGH,0.0178901505556,0.0545705566051
516,musket_rep.seq_sim_rl_75_cov_2_1_19.corrected.fastq.gz,run.musket.sh,19,11578,3550,1074,114,1644,0,0,17960,24830,1316307,1927,182,3754,0,0,0,1347000,Musket,2X,75L,0.927981462795,0.868667786174,0.787681728146,0.995647364514,IGH,0.0,
517,musket_rep.seq_sim_rl_50_cov_8_1_21.corrected.fastq.gz,run.musket.sh,21,5236,3774,1229,28,157,0,0,10424,8279,510621,2073,42,185,0,0,0,521200,Musket,8X,50L,0.799748840804,0.978142722117,0.781877897991,0.995587106677,IGH,0.0,
518,lighter_rep.seq_sim_rl_75_cov_4_1_19.corrected.fastq.gz,run.lighter.sh,19,0,1258,4608,0,0,0,0,5866,0,431168,8782,0,0,0,0,0,439950,Lighter,4X,75L,0.0,,0.0,0.980038640755,IGH,0.0,
519,lighter_rep.seq_sim_rl_50_cov_4_1_24.corrected.fastq.gz,run.lighter.sh,24,0,15128,26443,0,0,0,0,41571,0,2036883,41667,0,0,0,0,0,2078550,Lighter,4X,50L,0.0,,0.0,0.979953813957,IGH,0.0,
520,musket_rep.seq_sim_rl_50_cov_4_1_23.corrected.fastq.gz,run.musket.sh,23,3103,2090,511,8,33,0,0,5745,4487,281391,1311,13,48,0,0,0,287250,Musket,4X,50L,0.77388754743,0.989415656009,0.765608830631,0.995223672759,IGH,0.0,
521,lighter_rep.seq_sim_rl_75_cov_4_1_21.corrected.fastq.gz,run.lighter.sh,21,0,2223,8042,0,0,0,0,10265,0,754500,15375,0,0,0,0,0,769875,Lighter,4X,75L,0.0,,0.0,0.980029225524,IGH,0.0,
522,lighter_rep.seq_sim_rl_75_cov_32_1_20.corrected.fastq.gz,run.lighter.sh,20,0,4120,14980,0,0,0,0,19100,0,1403763,28737,0,0,0,0,0,1432500,Lighter,32X,75L,0.0,,0.0,0.979939267016,IGH,0.0,
523,lighter_rep.seq_sim_rl_75_cov_64_1_20.corrected.fastq.gz,run.lighter.sh,20,1,2499,8992,4,67,0,0,11563,3059,849841,14211,8,106,0,0,0,867225,Lighter,64X,75L,0.177127967574,0.966508688784,0.17099015634,0.983481795382,IGH,0.0,
524,lighter_rep.seq_sim_rl_75_cov_128_1_20.corrected.fastq.gz,run.lighter.sh,20,0,1630,5839,1,30,0,0,7500,902,551253,10307,2,36,0,0,0,562500,Lighter,128X,75L,0.0804710500491,0.961620469083,0.0772593451691,0.981608888889,IGH,0.0,
525,musket_rep.seq_sim_rl_75_cov_2_1_20.corrected.fastq.gz,run.musket.sh,20,2873,893,273,17,192,1,1,4249,5869,311960,425,27,393,1,1,0,318676,Musket,2X,75L,0.932475373371,0.93709085103,0.86987607245,0.997342128055,IGH,3.13798340634e-06,0.0
526,bless_rep.seq_sim_rl_50_cov_16_1_22.corrected.fastq.gz,run.bless.sh,22,25213,18774,5678,5,848,47,3591,50565,38122,2436950,10227,60,2873,223,37781,2127,2528363,Bless,16X,50L,0.788475459679,0.92488718521,0.724441043248,0.979746943674,IGH,0.0157841259344,0.0562981392764
527,coral_rep.seq_sim_rl_75_cov_16_1_24.corrected.fastq.gz,run.coral.sh,24,73002,31805,37666,70,3702,2735,96,148980,157258,10944268,66325,158,5363,2826,60,39,11176297,Coral,16X,75L,0.703354011709,0.950503786711,0.666727792363,0.993313325444,IGH,8.85803231607e-06,0.65
528,lighter_rep.seq_sim_rl_75_cov_4_1_20.corrected.fastq.gz,run.lighter.sh,20,0,4618,16542,0,0,0,0,21160,0,1555276,31724,0,0,0,0,0,1587000,Lighter,4X,75L,0.0,,0.0,0.980010081916,IGH,0.0,
529,bfc_rep.seq_sim_rl_100_cov_32_1_23.corrected.fastq.gz,run.bfc.sh,23,316,29308,193213,0,34,0,0,222871,800,21840523,445727,1,49,0,0,0,22287100,Bfc,32X,100L,0.00179160498693,0.942285041225,0.00168186918148,0.979998429585,IGH,0.0,
530,musket_rep.seq_sim_rl_75_cov_2_1_21.corrected.fastq.gz,run.musket.sh,21,8885,2789,940,85,986,0,0,13685,18725,1003615,1724,127,2184,0,0,0,1026375,Musket,2X,75L,0.915692698909,0.895547371945,0.808890410289,0.996068688345,IGH,0.0,
531,bfc_rep.seq_sim_rl_50_cov_16_1_23.corrected.fastq.gz,run.bfc.sh,23,2141,22749,36765,14,952,0,0,62621,6783,3066397,55605,66,2199,0,0,0,3131050,Bfc,16X,50L,0.108722831314,0.755177020708,0.0734756683978,0.981517382348,IGH,0.0,
532,lighter_rep.seq_sim_rl_75_cov_8_1_19.corrected.fastq.gz,run.lighter.sh,19,0,3681,13441,0,0,0,0,17122,0,1258400,25750,0,0,0,0,0,1284150,Lighter,8X,75L,0.0,,0.0,0.97994782541,IGH,0.0,
533,lighter_rep.seq_sim_rl_50_cov_8_1_23.corrected.fastq.gz,run.lighter.sh,23,0,17615,30691,0,0,0,0,48306,0,2366952,48348,0,0,0,0,0,2415300,Lighter,8X,50L,0.0,,0.0,0.979982610856,IGH,0.0,
534,musket_rep.seq_sim_rl_75_cov_4_1_21.corrected.fastq,run.musket.sh,20,13821,4372,1442,122,1439,0,0,21196,28986,1554624,2609,194,3287,0,0,0,1589700,Musket,4X,75L,0.917423642981,0.898150156478,0.813388194335,0.996169088507,IGH,0.0,
535,musket_rep.seq_sim_rl_75_cov_4_1_19.corrected.fastq.gz,run.musket.sh,19,983,342,250,22,343,0,0,1940,2460,141802,478,42,718,0,0,0,145500,Musket,4X,75L,0.837304288632,0.774071743235,0.592920353982,0.991491408935,IGH,0.0,
536,lighter_rep.seq_sim_rl_75_cov_8_1_20.corrected.fastq.gz,run.lighter.sh,20,0,2974,10411,0,0,0,0,13385,0,983822,20053,0,0,0,0,0,1003875,Lighter,8X,75L,0.0,,0.0,0.980024405429,IGH,0.0,
537,lighter_rep.seq_sim_rl_50_cov_8_1_24.corrected.fastq.gz,run.lighter.sh,24,0,10507,18358,0,0,0,0,28865,0,1414290,28960,0,0,0,0,0,1443250,Lighter,8X,50L,0.0,,0.0,0.979934176338,IGH,0.0,
538,fiona_rep.seq_sim_rl_100_cov_16_1_405000.corrected.fastq.gz,run.fiona.sh,24,13725,10587,42434,7071,6170,276,119,80263,82898,7855250,68509,9485,9783,401,123,14,8026463,Fiona,16X,50L,0.547517618076,0.890591091726,0.480255206166,0.988998746519,IGH,1.70685394052e-05,0.113821138211
539,musket_rep.seq_sim_rl_50_cov_4_1_24.corrected.fastq.gz,run.musket.sh,24,24393,17319,5866,135,2468,0,0,50181,36494,2454469,13438,227,4422,0,0,0,2509050,Musket,4X,50L,0.730873988625,0.891924919347,0.642313546423,0.99279129551,IGH,0.0,
540,musket_rep.seq_sim_rl_50_cov_8_1_22.corrected.fastq.gz,run.musket.sh,22,6161,4140,1033,17,80,0,0,11431,9017,560030,2360,28,115,0,0,0,571550,Musket,8X,50L,0.792563944801,0.987406920718,0.782455831942,0.995620680605,IGH,0.0,
541,musket_rep.seq_sim_rl_75_cov_8_1_19.corrected.fastq.gz,run.musket.sh,19,24225,9551,8670,278,1803,0,0,44527,54809,3269359,11827,394,3136,0,0,0,3339525,Musket,8X,75L,0.822513356144,0.945879713521,0.775451707786,0.995401441822,IGH,0.0,
542,lighter_rep.seq_sim_rl_75_cov_8_1_21.corrected.fastq.gz,run.lighter.sh,21,0,9575,34330,0,0,0,0,43905,0,3226482,66393,0,0,0,0,0,3292875,Lighter,8X,75L,0.0,,0.0,0.979837376153,IGH,0.0,
543,lighter_rep.seq_sim_rl_75_cov_16_1_19.corrected.fastq.gz,run.lighter.sh,19,70,15206,53884,34,519,0,0,69713,2536,5123010,102304,37,588,0,0,0,5228475,Lighter,16X,75L,0.0241892407478,0.811779769526,0.0185806943915,0.980313762617,IGH,0.0,
544,musket_rep.seq_sim_rl_75_cov_8_1_20.corrected.fastq.gz,run.musket.sh,20,7319,2542,1594,57,321,0,0,11833,15609,869078,2066,81,641,0,0,0,887475,Musket,8X,75L,0.883111739745,0.960553846154,0.84684582744,0.996858503056,IGH,0.0,
545,lighter_rep.seq_sim_rl_50_cov_16_1_22.corrected.fastq.gz,run.lighter.sh,22,698,61510,105105,183,1755,0,0,169251,7509,8290853,161984,193,2011,0,0,0,8462550,Lighter,16X,50L,0.0443027145664,0.788760504202,0.0324379177901,0.980598283023,IGH,0.0,
546,musket_rep.seq_sim_rl_50_cov_8_1_23.corrected.fastq.gz,run.musket.sh,23,34303,23788,6897,171,1639,0,0,66798,50588,3270352,15894,239,2827,0,0,0,3339900,Musket,8X,50L,0.760927769923,0.947074791725,0.7184049818,0.994323183329,IGH,0.0,
547,bless_rep.seq_sim_rl_75_cov_32_1_22.corrected.fastq.gz,run.bless.sh,22,103551,79135,102670,179,10930,602,62627,297067,224994,20243960,148873,1030,32162,5607,1552978,71394,22280998,Bless,32X,75L,0.601802245183,0.856262106918,0.500779689034,0.921626247816,IGH,0.0729039157043,0.0459723189897
548,lighter_rep.seq_sim_rl_75_cov_1_1_22.corrected.fastq.gz,run.lighter.sh,22,0,2228,8150,0,0,0,0,10378,0,762743,15607,0,0,0,0,0,778350,Lighter,1X,75L,0.0,,0.0,0.979948609237,IGH,0.0,
549,coral_rep.seq_sim_rl_100_cov_32_1_24.corrected.fastq.gz,run.coral.sh,24,99966,28348,80522,85,7164,7411,160,223496,324813,21888262,122627,247,13244,8240,125,51,22357609,Coral,32X,100L,0.725936438405,0.93796076778,0.677921062042,0.993537621595,IGH,7.87204034206e-06,0.408
550,musket_rep.seq_sim_rl_75_cov_1_1_22.corrected.fastq.gz,run.musket.sh,22,5954,1888,1004,56,1476,0,0,10378,13156,759366,2321,130,3377,0,0,0,778350,Musket,1X,75L,0.850035536603,0.795741849634,0.63184079602,0.992512365902,IGH,0.0,
551,lighter_rep.seq_sim_rl_75_cov_2_1_22.corrected.fastq.gz,run.lighter.sh,22,0,3919,14041,0,0,0,0,17960,0,1320061,26939,0,0,0,0,0,1347000,Lighter,2X,75L,0.0,,0.0,0.98000074239,IGH,0.0,
552,musket_rep.seq_sim_rl_75_cov_2_1_22.corrected.fastq.gz,run.musket.sh,22,11894,3665,1130,97,1173,1,1,17960,24536,1317519,2249,154,2541,1,1,0,1347001,Musket,2X,75L,0.916035094269,0.906123051924,0.821131230166,0.996328139326,IGH,7.42389946258e-07,0.0
553,musket_rep.seq_sim_rl_50_cov_16_1_23.corrected.fastq.gz,run.musket.sh,23,21896,15500,5006,107,903,0,0,43412,32627,2125614,10691,136,1532,0,0,0,2170600,Musket,16X,50L,0.753197285193,0.955150911912,0.717830924789,0.994306182622,IGH,0.0,
554,lighter_rep.seq_sim_rl_75_cov_4_1_22.corrected.fastq.gz,run.lighter.sh,22,0,8068,29310,0,0,0,0,37378,0,2747336,56014,0,0,0,0,0,2803350,Lighter,4X,75L,0.0,,0.0,0.980018905952,IGH,0.0,
